tourney_date,tourney_name,surface,winner_name,loser_name,score,winner_rank,loser_rank,winner_age,loser_age,winner_ht,loser_ht,winner_hand,loser_hand,winner_rank_points,loser_rank_points
20250324,Girona CH,Clay,Elmer Moller,Nicolai Budkov Kjaer,6-4 6-0,156,306,21.71,18.56,183,188,R,R,0,0
20250324,Girona CH,Clay,Nicolai Budkov Kjaer,Justin Engel,6-4 3-6 7-6(5),306,353,18.56,17.48,188,,R,U,0,0
20250317,Murcia CH,Clay,Ivan Gakhov,Nicolai Budkov Kjaer,6-4 7-6(2),318,306,28.36,18.54,191,188,L,R,0,0
20250317,Murcia CH,Clay,Nicolai Budkov Kjaer,Javier Barranco Cosano,6-2 6-1,306,243,18.54,26.33,188,180,R,L,0,0
20250303,Thionville CH,Hard,Liam Draxl,Nicolai Budkov Kjaer,6-4 6-7(10) 6-4,171,299,23.24,18.5,185,188,R,R,0,0
20250217,Glasgow CH,Hard,Nicolai Budkov Kjaer,Viktor Durasovic,6-4 6-3,439,280,18.46,27.92,188,185,R,R,0,0
20250217,Glasgow CH,Hard,Nicolai Budkov Kjaer,Max Hans Rehberg,6-3 7-6(3),439,256,18.46,21.43,188,183,R,R,0,0
20250217,Glasgow CH,Hard,Nicolai Budkov Kjaer,Liam Draxl,6-3 1-6 6-1,439,184,18.46,23.2,188,185,R,R,0,0
20250217,Glasgow CH,Hard,Nicolai Budkov Kjaer,Raul Brancaccio,6-4 7-6(7),439,434,18.46,27.79,188,185,R,R,0,0
20250217,Glasgow CH,Hard,Nicolai Budkov Kjaer,Hugo Grenier,6-3 3-6 6-2,439,169,18.46,28.91,188,196,R,R,0,0
20250210,Manama CH,Hard,Viktor Durasovic,Nicolai Budkov Kjaer,7-6(5) 6-2,295,455,27.9,18.44,185,188,R,R,0,0
20250210,Manama CH,Hard,Nicolai Budkov Kjaer,Adrian Andreev,7-5 1-0 RET,455,228,18.44,23.75,188,175,R,R,0,0
20250130,Davis Cup QLS R1: NOR vs ARG,Hard,Tomas Martin Etcheverry,Nicolai Budkov Kjaer,7-5 2-6 7-6(5),42,506,25.54,18.41,196,188,R,R,0,0
20250130,Davis Cup QLS R1: NOR vs ARG,Hard,Mariano Navone,Nicolai Budkov Kjaer,4-6 6-3 6-4,49,506,23.92,18.41,178,188,R,R,0,0
20250120,M25 Esch/Alzette,Hard,Mikael Ymer,Nicolai Budkov Kjaer,6-1 5-7 6-2,,506,26.37,18.39,183,188,R,R,0,0
20250120,M25 Esch/Alzette,Hard,Nicolai Budkov Kjaer,Chris Rodesch,7-6(3) 7-5,506,286,18.39,23.51,188,198,R,R,0,0
20250120,M25 Esch/Alzette,Hard,Nicolai Budkov Kjaer,Patrick Zahraj,6-3 6-3,506,463,18.39,25.51,188,188,R,R,0,0
20250106,Nottingham CH,Hard,Dimitar Kuzmanov,Nicolai Budkov Kjaer,6-2 7-5,336,518,31.44,18.35,183,188,R,R,0,0
20250106,Nottingham CH,Hard,Nicolai Budkov Kjaer,Blake Mott,6-3 7-6(5),518,488,18.35,28.71,188,180,R,R,0,0
20250106,Nottingham CH,Hard,Nicolai Budkov Kjaer,Ben Jones,7-6(3) 7-6(5),518,651,18.35,26.64,188,193,R,R,0,0
20260119,ATP Australian Open,Hard,Arthur Gea,Adolfo Daniel Vallejo,6-2 6-2,197,146,21.05,21.73,180,183,R,R,0,0
20260119,ATP Australian Open,Hard,Arthur Gea,Roman Andres Burruchaga,6-2 6-3,197,103,21.05,23.99,180,183,R,R,0,0
20260119,ATP Australian Open,Hard,Arthur Gea,Zdenek Kolar,6-2 6-3,197,176,21.05,29.28,180,183,R,R,0,0
20260105,Noumea CH,Hard,Arthur Gea,Jurij Rodionov,6-3 4-6 7-5,241,195,21.01,26.64,180,191,R,L,0,0
20260105,Noumea CH,Hard,Arthur Gea,Michael Zheng,4-6 6-1 6-4,241,182,21.01,21.94,180,188,R,R,0,0
20260105,Noumea CH,Hard,Arthur Gea,Liam Draxl,6-3 6-2,241,132,21.01,24.08,180,185,R,R,0,0
20260105,Noumea CH,Hard,Arthur Gea,Facundo Diaz Acosta,7-6(5) 6-3,241,210,21.01,25.06,180,183,R,L,0,0
20260105,Noumea CH,Hard,Arthur Gea,Alex Barrena,6-4 6-0,241,186,21.01,23.24,180,175,R,R,0,0
20251110,Lyon CH,Hard,Vit Kopriva,Arthur Gea,6-2 6-2,102,229,28.41,20.85,178,180,R,R,0,0
20251027,Monastir CH,Hard,Petr Brunclik,Arthur Gea,7-6(1) 6-2,379,234,19.28,20.82,188,180,L,R,0,0
20251027,Monastir CH,Hard,Arthur Gea,Remy Bertola,7-6(4) 6-1,234,243,20.82,27.16,180,175,R,R,0,0
20251027,Monastir CH,Hard,Arthur Gea,Jan Kumstat,6-3 6-4,234,725,20.82,18.82,180,,R,R,0,0
20251027,Monastir CH,Hard,Arthur Gea,Lorenzo Carboni,7-5 7-6(4),234,432,20.82,19.66,180,168,R,R,0,0
20251013,Olbia CH,Hard,Edas Butvilas,Arthur Gea,6-4 3-6 6-3,300,254,21.22,20.78,191,180,R,R,0,0
20251013,Olbia CH,Hard,Arthur Gea,Tom Paris,6-2 6-0,254,285,20.78,23.11,180,191,R,R,0,0
20251006,M25 Monastir,Hard,Arthur Gea,Igor Kudriashov,6-2 6-0,249,918,20.76,22.03,180,,R,U,0,0
20251006,M25 Monastir,Hard,Arthur Gea,Robin Bertrand,6-1 6-2,249,317,20.76,22.56,180,178,R,R,0,0
20251006,M25 Monastir,Hard,Arthur Gea,Eric Vanshelboim,6-1 6-0,249,498,20.76,24.23,180,188,R,R,0,0
20251006,M25 Monastir,Hard,Arthur Gea,Jorge Plans,6-3 6-2,249,884,20.76,23.69,180,,R,U,0,0
20251006,M25 Monastir,Hard,Arthur Gea,Leo Deflandre,6-1 6-2,249,1485,20.76,23.65,180,,R,U,0,0
20250929,Villena CH,Hard,Neil Oberleitner,Arthur Gea,7-6(6) 6-4,453,249,26.15,20.74,193,180,R,R,0,0
20250908,Guangzhou Huangpu CH,Hard,Billy Harris,Arthur Gea,7-5 7-6(6),136,253,30.62,20.68,193,180,R,R,0,0
20250908,Guangzhou Huangpu CH,Hard,Arthur Gea,Alexandr Binda,6-4 6-4,253,382,20.68,23.96,180,175,R,R,0,0
20250901,Shanghai CH,Hard,Yasutaka Uchiyama,Arthur Gea,7-5 6-4,225,247,33.07,20.66,183,180,R,R,0,0
20250825,Zhangjiagang CH,Hard,Jie Cui,Arthur Gea,5-7 7-6(4) 6-0,289,247,27.58,20.64,183,180,R,R,0,0
20250811,M25 Bali,Hard,Arthur Gea,Philip Sekulic,6-1 6-2,283,602,20.61,21.93,180,191,R,R,0,0
20250811,M25 Bali,Hard,Arthur Gea,Sidharth Rawat,6-2 6-4,283,798,20.61,32.31,180,175,R,R,0,0
20250811,M25 Bali,Hard,Arthur Gea,Matthew Dellavedova,6-2 6-0,283,425,20.61,25.2,180,191,R,R,0,0
20250811,M25 Bali,Hard,Arthur Gea,Kabir Hans,6-2 6-2,283,2143,20.61,23.97,180,,R,U,0,0
20250811,M25 Bali,Hard,Arthur Gea,Max Basing,6-0 6-2,283,662,20.61,22.86,180,180,R,R,0,0
20250804,M25 Bali,Hard,Arthur Gea,Yanki Erel,6-3 3-6 7-5,283,579,20.59,24.86,180,178,R,L,0,0
20250804,M25 Bali,Hard,Arthur Gea,Philip Sekulic,7-6(1) 6-4,283,602,20.59,21.91,180,191,R,R,0,0
20250804,M25 Bali,Hard,Arthur Gea,Yusuke Takahashi,6-3 7-5,283,423,20.59,27.8,180,170,R,R,0,0
20250804,M25 Bali,Hard,Arthur Gea,Alexander Klintcharov,1-6 6-1 6-2,283,768,20.59,28.94,180,188,R,R,0,0
20250804,M25 Bali,Hard,Arthur Gea,Jack Loutit,6-4 1-0,283,1114,20.59,21.11,180,,R,L,0,0
20250714,San Marino CH,Clay,Harold Mayot,Arthur Gea,6-1 7-6(4),178,286,23.44,20.53,180,180,R,R,0,0
20250707,Trieste CH,Clay,Tomas Barrios Vera,Arthur Gea,6-4 6-7(2) 6-2,108,290,27.57,20.51,191,180,R,R,0,0
20250630,Troyes CH,Clay,Harold Mayot,Arthur Gea,6-3 0-6 6-4,184,290,23.4,20.49,180,180,R,R,0,0
20250630,Troyes CH,Clay,Arthur Gea,Gregoire Barrere,2-6 6-0 6-1,290,369,20.49,31.37,180,183,R,R,0,0
20250623,Milan CH,Clay,Rafael Jodar,Arthur Gea,6-0 2-6 6-3,677,295,18.77,20.47,,180,U,R,0,0
20250623,Milan CH,Clay,Arthur Gea,Oriol Roca Batalla,6-4 1-6 6-3,295,331,20.47,32.15,180,175,R,R,0,0
20250623,Milan CH,Clay,Arthur Gea,Diego Dedura Palomero,7-6(4) 6-1,295,355,20.47,17.28,180,178,R,L,0,0
20250616,Royan CH,Clay,Titouan Droguet,Arthur Gea,4-6 6-1 6-3,225,291,24.0,20.45,191,180,R,R,0,0
20250616,Royan CH,Clay,Arthur Gea,Robert Strombachs,6-7(2) 6-1 6-1,291,322,20.45,25.75,180,191,R,R,0,0
20250609,Lyon CH,Clay,Clement Tabur,Arthur Gea,3-6 6-4 6-0,234,296,25.37,20.43,173,180,R,R,0,0
20250609,Lyon CH,Clay,Arthur Gea,Michael Geerts,6-4 6-3,296,272,20.43,30.39,180,178,R,R,0,0
20250602,M25 Grasse,Clay,Raphael Perot,Arthur Gea,6-4 6-4,692,309,23.92,20.41,,180,U,R,0,0
20250602,M25 Grasse,Clay,Arthur Gea,Lucas Marionneau,6-1 6-4,309,947,20.41,18.79,180,,R,U,0,0
20250526,Roland Garros,Clay,Titouan Droguet,Arthur Gea,7-5 4-6 6-1,234,309,23.95,20.39,191,180,R,R,0,0
20250526,Roland Garros,Clay,Arthur Gea,Alexander Blockx,4-6 6-4 6-3,309,143,20.39,20.13,180,191,R,R,0,0
20250513,Bordeaux CH,Clay,Bernabe Zapata Miralles,Arthur Gea,5-2 RET,330,296,28.33,20.36,183,180,R,R,0,0
20250429,Aix-en-Provence CH,Clay,Valentin Vacherot,Arthur Gea,7-5 6-3,223,314,26.45,20.32,193,180,R,R,0,0
20250421,M25 Santa Margherita di Pula,Clay,Max Alcala Gurri,Arthur Gea,2-6 6-3 6-3,435,314,22.61,20.3,178,180,R,R,0,0
20250421,M25 Santa Margherita di Pula,Clay,Arthur Gea,Iannis Miletich,6-1 6-2,314,844,20.3,19.65,180,,R,U,0,0
20250421,M25 Santa Margherita di Pula,Clay,Arthur Gea,Alessandro Spadola,6-4 6-3,314,1257,20.3,22.13,180,178,R,L,0,0
20250414,M25 Santa Margherita di Pula,Clay,Jay Clarke,Arthur Gea,4-6 6-3 6-4,255,315,26.72,20.28,183,180,R,R,0,0
20250414,M25 Santa Margherita di Pula,Clay,Arthur Gea,Giovanni Fonio,6-4 6-2,315,376,20.28,26.94,180,183,R,R,0,0
20250414,M25 Santa Margherita di Pula,Clay,Arthur Gea,Andrea Picchione,6-0 7-5,315,365,20.28,26.85,180,183,R,R,0,0
20250414,M25 Santa Margherita di Pula,Clay,Arthur Gea,Manuel Mazza,6-2 6-3,315,778,20.28,26.0,180,178,R,R,0,0
20250414,M25 Santa Margherita di Pula,Clay,Arthur Gea,Leonardo Malgaroli,6-3 6-2,315,1132,20.28,22.69,180,,R,U,0,0
20250407,Monza CH,Clay,Jan Choinski,Arthur Gea,4-6 6-2 6-3,201,332,28.82,20.26,196,180,R,R,0,0
20250407,Monza CH,Clay,Arthur Gea,Dimitar Kuzmanov,7-6(5) 6-4,332,276,20.26,31.69,180,183,R,R,0,0
20250331,Menorca CH,Clay,Vilius Gaubas,Arthur Gea,7-5 6-3,198,348,20.25,20.24,178,180,R,R,0,0
20250331,Menorca CH,Clay,Arthur Gea,Gerard Campana Lee,6-3 4-6 6-0,348,397,20.24,20.5,180,183,R,R,0,0
20250324,Girona CH,Clay,Timofey Skatov,Arthur Gea,6-2 7-6(6),175,305,24.17,20.22,175,180,R,R,0,0
20250310,Hersonissos 2 CH,Hard,Dimitar Kuzmanov,Arthur Gea,6-3 6-3,376,286,31.62,20.18,183,180,R,R,0,0
20250303,Hersonissos 1 CH,Hard,Dimitar Kuzmanov,Arthur Gea,6-3 6-2,376,286,31.6,20.16,183,180,R,R,0,0
20250210,Marseille,Hard,Hugo Grenier,Arthur Gea,7-5 6-4,202,306,28.89,20.11,196,180,R,R,0,0
20250210,Marseille,Hard,Arthur Gea,Yosuke Watanuki,7-6(2) 6-4,306,342,20.11,26.83,180,180,R,R,0,0
20250210,Marseille,Hard,Arthur Gea,Henri Squire,7-5 0-0 RET,306,180,20.11,24.37,180,196,R,R,0,0
20250203,Lille CH,Hard,Valentin Royer,Arthur Gea,7-6(2) 6-2,208,322,23.69,20.09,188,180,R,R,0,0
20250203,Lille CH,Hard,Arthur Gea,Oleg Prihodko,6-3 7-5,322,327,20.09,27.34,180,180,R,R,0,0
20250203,Lille CH,Hard,Arthur Gea,Tom Gentzsch,6-4 7-5,322,473,20.09,21.42,180,191,R,R,0,0
20250120,Quimper CH,Hard,Laslo Djere,Arthur Gea,6-4 6-2,114,383,29.64,20.05,188,180,R,R,0,0
20250113,M15 Bressuire,Hard,Arthur Gea,Mae Malige,6-2 6-2,383,643,20.03,18.8,180,,R,R,0,0
20250113,M15 Bressuire,Hard,Arthur Gea,Micah Braswell,6-2 5-7 6-4,383,449,20.03,23.19,180,183,R,R,0,0
20250113,M15 Bressuire,Hard,Arthur Gea,Quinn Vandecasteele,7-6(6) 6-3,383,665,20.03,22.37,180,191,R,R,0,0
20250113,M15 Bressuire,Hard,Arthur Gea,James Story,6-2 6-3,383,787,20.03,23.86,180,,R,U,0,0
20250113,M15 Bressuire,Hard,Arthur Gea,Alexandre Reco,6-4 6-1,383,783,20.03,25.72,180,185,R,R,0,0
20250106,M25 Hazebrouck,Hard,Joris De Loore,Arthur Gea,7-6(2) 6-7(5) 6-3,328,383,31.71,20.01,191,180,R,R,0,0
20250106,M25 Hazebrouck,Hard,Arthur Gea,Daniil Glinka,6-0 6-0,383,491,20.01,24.65,180,188,R,L,0,0
20250106,M25 Hazebrouck,Hard,Arthur Gea,Pierre Delage,6-2 7-6(2),383,1058,20.01,23.96,180,198,R,R,0,0
20250106,M25 Hazebrouck,Hard,Arthur Gea,Alexandre Reco,6-1 6-2,383,783,20.01,25.7,180,185,R,R,0,0
20250106,M25 Hazebrouck,Hard,Arthur Gea,Mees Rottgering,0-6 7-5 6-0,383,868,20.01,17.5,180,180,R,L,0,0
20260112,Glasgow Challenger,Hard,Tom Gentzsch,Mikhail Kukushkin,,283,293,22.35,38.05,191,183,R,R,0,0
20260112,Glasgow Challenger,Hard,Mikhail Kukushkin,Remy Bertola,6-1 6-2,293,255,38.05,27.37,183,175,R,R,0,0
20260112,Glasgow Challenger,Hard,Mikhail Kukushkin,Adria Soriano Barrera,6-2 7-6(5),293,355,38.05,26.61,183,191,R,R,0,0
20260105,Nottingham CH,Hard,Johannus Monday,Mikhail Kukushkin,6-4 6-2,233,313,23.95,38.03,198,183,L,R,0,0
20260105,Nottingham CH,Hard,Mikhail Kukushkin,Cannon Kingsley,6-2 7-5,313,537,38.03,24.67,183,188,R,R,0,0
20260105,Nottingham CH,Hard,Mikhail Kukushkin,Christoph Negritu,6-2 6-1,313,368,38.03,31.79,183,193,R,R,0,0
20260105,Nottingham CH,Hard,Mikhail Kukushkin,Mae Malige,6-3 6-0,313,437,38.03,19.77,183,,R,R,0,0
20251110,Lyon CH,Hard,Tom Paris,Mikhail Kukushkin,6-3 6-2,260,317,23.19,37.88,191,183,R,R,0,0
20251110,Lyon CH,Hard,Mikhail Kukushkin,Luca Van Assche,6-2 7-6(5),317,168,37.88,21.5,183,178,R,R,0,0
20251110,Lyon CH,Hard,Mikhail Kukushkin,Billy Harris,7-6(2) 7-5,317,124,37.88,30.79,183,193,R,R,0,0
20251110,Lyon CH,Hard,Mikhail Kukushkin,Marat Sharipov,6-4 6-4,317,277,37.88,23.09,183,188,R,R,0,0
20251110,Lyon CH,Hard,Mikhail Kukushkin,Gilles Arnaud Bailly,6-1 6-3,317,201,37.88,20.14,183,180,R,R,0,0
20251103,Helsinki CH,Hard,Stuart Parker,Mikhail Kukushkin,6-2 5-2 RET,384,314,28.26,37.86,185,183,R,R,0,0
20251020,Brest CH,Hard,Jonas Forejtek,Mikhail Kukushkin,6-3 7-6(3),455,295,24.61,37.82,183,183,R,R,0,0
20251013,Almaty,Hard,Mikhail Kukushkin,Taro Daniel,7-6(3) 6-1,289,177,37.8,32.71,183,191,R,R,0,0
20250929,Mouilleron le Captif CH,Hard,Clement Chidekh,Mikhail Kukushkin,6-7(4) 6-3 6-2,232,295,24.3,37.76,180,183,R,R,0,0
20250929,Mouilleron le Captif CH,Hard,Mikhail Kukushkin,Mees Rottgering,6-2 6-7(4) 6-2,295,695,37.76,18.23,183,180,R,L,0,0
20250929,Mouilleron le Captif CH,Hard,Mikhail Kukushkin,Sascha Gueymard Wayenburg,7-5 6-0,295,207,37.76,22.16,183,188,R,R,0,0
20250915,Saint-Tropez CH,Hard,Tom Paris,Mikhail Kukushkin,7-6(5) 6-4,306,259,23.04,37.72,191,183,R,R,0,0
20250915,Saint-Tropez CH,Hard,Mikhail Kukushkin,Pierre Hugues Herbert,5-7 7-6(4) 7-5,259,143,37.72,34.5,183,188,R,R,0,0
20250908,Rennes CH,Hard,Enzo Couacaud,Mikhail Kukushkin,7-5 6-3,543,231,30.52,37.7,183,183,R,R,0,0
20250825,US Open,Hard,Billy Harris,Mikhail Kukushkin,6-7(5) 6-3 6-2,151,234,30.58,37.66,193,183,R,R,0,0
20250825,US Open,Hard,Mikhail Kukushkin,Andrea Pellegrino,7-6(4) 6-3,234,141,37.66,28.42,183,185,R,R,0,0
20250728,Porto CH,Hard,Elias Ymer,Mikhail Kukushkin,6-3 3-6 6-4,232,195,29.3,37.59,185,183,R,R,0,0
20250728,Porto CH,Hard,Mikhail Kukushkin,Aslan Karatsev,7-6(7) 6-4,195,247,37.59,31.9,183,185,R,R,0,0
20250714,Pozoblanco CH,Hard,Ryan Peniston,Mikhail Kukushkin,6-3 6-4,249,197,29.68,37.55,180,183,L,R,0,0
20250630,Wimbledon,Grass,August Holmgren,Mikhail Kukushkin,4-6 7-6(4) 6-2,192,189,27.19,37.51,188,183,R,R,0,0
20250630,Wimbledon,Grass,Mikhail Kukushkin,Thiago Seyboth Wild,4-6 6-4 6-3,189,129,37.51,25.31,183,185,R,R,0,0
20250616,Nottingham 2 CH,Grass,Chris Rodesch,Mikhail Kukushkin,7-6(5) 3-6 6-3,166,191,23.91,37.47,198,183,R,R,0,0
20250609,Ilkley CH,Grass,Jack Pinnington Jones,Mikhail Kukushkin,6-2 7-5,340,182,22.2,37.45,180,183,R,R,0,0
20250526,Roland Garros,Clay,Geoffrey Blancaneaux,Mikhail Kukushkin,6-1 6-1,273,163,26.8,37.42,180,183,R,R,0,0
20250513,Bordeaux CH,Clay,Brandon Nakashima,Mikhail Kukushkin,6-3 7-5,29,165,23.78,37.38,188,183,R,R,0,0
20250513,Bordeaux CH,Clay,Mikhail Kukushkin,Pavel Kotov,7-6(6) 6-4,165,136,37.38,26.48,183,191,R,R,0,0
20250505,Prague CH,Clay,Lukas Klein,Mikhail Kukushkin,W/O,210,165,27.12,37.36,193,183,R,R,0,0
20250505,Prague CH,Clay,Mikhail Kukushkin,Maxim Mrva,6-0 5-7 6-4,165,619,37.36,17.76,183,,R,U,0,0
20250414,Oeiras 4 CH,Clay,Elmer Moller,Mikhail Kukushkin,W/O,148,167,21.77,37.3,183,183,R,R,0,0
20250414,Oeiras 4 CH,Clay,Mikhail Kukushkin,Matteo Gigante,6-4 6-4,167,200,37.3,23.27,183,180,R,L,0,0
20250319,Miami Masters,Hard,Adam Walton,Mikhail Kukushkin,6-1 6-4,89,160,25.92,37.23,183,183,R,R,0,0
20250311,Phoenix CH,Hard,Kei Nishikori,Mikhail Kukushkin,6-3 2-1 RET,76,166,35.2,37.21,178,183,R,R,0,0
20250311,Phoenix CH,Hard,Mikhail Kukushkin,Yasutaka Uchiyama,6-4 6-2,166,160,37.21,32.6,183,183,R,R,0,0
20250311,Phoenix CH,Hard,Mikhail Kukushkin,Bor Artnak,4-6 6-4 6-2,166,458,37.21,20.77,183,193,R,R,0,0
20250311,Phoenix CH,Hard,Mikhail Kukushkin,Mitchell Krueger,5-7 7-6(2) 6-0,166,140,37.21,31.16,183,188,R,R,0,0
20250305,Indian Wells Masters,Hard,Giulio Zeppieri,Mikhail Kukushkin,7-6(6) 6-2,394,166,23.24,37.19,183,183,L,R,0,0
20250305,Indian Wells Masters,Hard,Mikhail Kukushkin,Theo Papamalamis,6-4 6-7(4) 7-5,166,602,37.19,19.15,183,183,R,R,0,0
20250224,Dubai,Hard,Otto Virtanen,Mikhail Kukushkin,6-1 7-5,111,139,23.68,37.17,193,183,R,R,0,0
20250217,Doha,Hard,Luca Nardi,Mikhail Kukushkin,6-4 6-4,85,143,21.54,37.15,185,183,R,R,0,0
20250217,Doha,Hard,Mikhail Kukushkin,Daniel Merida Aguilar,6-2 6-4,143,285,37.15,20.39,183,188,R,R,0,0
20250210,Manama CH,Hard,Andrea Vavassori,Mikhail Kukushkin,2-6 6-3 6-2,240,110,29.77,37.13,193,183,R,R,0,0
20250210,Manama CH,Hard,Mikhail Kukushkin,Evgeny Karlovskiy,6-2 6-3,110,427,37.13,30.51,183,191,R,R,0,0
20250203,Rotterdam,Hard,Harold Mayot,Mikhail Kukushkin,6-1 7-6(4),138,112,23.0,37.11,180,183,R,R,0,0
20250203,Rotterdam,Hard,Mikhail Kukushkin,Jelle Sels,6-4 6-1,112,330,37.11,29.49,183,188,R,R,0,0
20250127,Montpellier,Hard,Nikoloz Basilashvili,Mikhail Kukushkin,6-3 3-6 5-0 RET,178,112,32.93,37.09,185,183,R,R,0,0
20250120,Quimper CH,Hard,Titouan Droguet,Mikhail Kukushkin,6-3 6-3,183,110,23.6,37.07,191,183,R,R,0,0
20250120,Quimper CH,Hard,Mikhail Kukushkin,Jozef Kovalik,6-7(3) 6-3 6-4,110,129,37.07,32.21,183,183,R,R,0,0
20250113,Australian Open,Hard,Mark Lajal,Mikhail Kukushkin,6-0 6-2,235,110,21.68,37.05,191,183,R,R,0,0
